id,ticker,entry_date,cohort,ext_band,crs_tercile,false_touch,noise_stop,exit_too_early,R,opp_quality_R,ext_vs_sma,rank_crs,grade,take,breakout_stage,setup_type,box_region,sr_zones,cell,year,vcp,flag,cup_handle,ascending_base,double_bottom,box_breakout,box_lo,box_hi,sr_breakout,sr_level,any_zoo,any_detector
7035cefabb26,SIEMENS,2022-02-07,noise_stop,0,1,0,1,0,-1.484,0.81,11.46,0.0716,2,False,extended,sr_breakout,"{'low_frac': 0.66, 'high_frac': 0.9, 'start_bars_ago': 8}","[{'low_frac': 0.82, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.66, 'high_frac': 0.73, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
0ee404dd78bb,SUNPHARMA,2022-05-16,noise_stop,0,1,0,1,0,-1.732,0.858,7.62,0.1668,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2022,False,False,False,False,False,True,828.6239113191575,930.1459286766922,False,,False,True
50ada30e4850,SJVN,2022-03-14,noise_stop,0,1,0,1,0,-0.864,0.459,6.13,0.074,2,False,pre,pullback_to_ma,"{'low_frac': 0.55, 'high_frac': 0.82, 'start_bars_ago': 8}","[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.62, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
59fa6a99a785,UNITDSPR,2022-03-14,noise_stop,0,1,0,1,0,-1.336,0.818,7.96,0.078,1,False,pre,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
5cfae4b303fc,CROMPTON,2019-10-14,noise_stop,0,1,0,1,0,-1.108,2.07,12.66,0.1273,2,False,extended,sr_breakout,"{'low_frac': 0.36, 'high_frac': 0.52, 'start_bars_ago': 12}","[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.38, 'high_frac': 0.46, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
8d691bb4f395,EIHOTEL,2022-06-06,noise_stop,0,1,0,1,0,-1.274,-0.376,5.17,0.0804,1,False,pre,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.6, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
e45a60df7400,HINDALCO,2023-10-03,noise_stop,0,1,0,1,0,-1.306,1.842,10.31,0.0614,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.52, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
adaafeed28e0,JKIL,2018-03-19,noise_stop,0,1,0,1,0,-1.116,-0.353,10.97,0.0958,1,False,extended,no_clear_setup,,"[{'low_frac': 0.08, 'high_frac': 0.18, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.6, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
82ad4efb565a,AXISBANK,2018-10-15,noise_stop,0,1,0,1,0,-1.122,1.193,5.06,0.0839,1,False,extended,no_clear_setup,,"[{'low_frac': 0.8, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.4, 'high_frac': 0.48, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
2ce8a41af1b8,NHPC,2022-05-23,noise_stop,0,1,0,1,0,-1.355,1.49,11.87,0.1616,1,False,extended,sr_breakout,"{'low_frac': 0.5, 'high_frac': 0.65, 'start_bars_ago': 14}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
ed53776a293b,BLUESTARCO,2019-07-29,noise_stop,0,1,0,1,0,-2.485,1.19,13.17,0.1099,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
3f694ebb9bbd,POWERGRID,2022-07-12,noise_stop,0,1,0,1,1,0.346,2.474,6.02,0.1131,1,False,extended,no_clear_setup,,"[{'low_frac': 0.8, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
4f37632df02a,HDFCLIFE,2023-09-04,noise_stop,0,1,0,1,0,-1.73,2.247,13.38,0.0621,1,False,extended,no_clear_setup,,"[{'low_frac': 0.83, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.4, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,610.7885120176217,684.1722248455494,False,,False,True
374e99a33734,ICICIGI,2020-03-09,noise_stop,0,1,0,1,0,-1.23,-0.405,1.15,0.0665,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2020,False,False,False,False,False,False,,,False,,False,False
029976e86049,BAJAJFINSV,2019-08-13,noise_stop,0,1,0,1,0,-0.636,1.68,9.32,0.086,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.45, 'high_frac': 0.55, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
c7c83461e546,ABB,2022-02-28,noise_stop,0,1,0,1,0,-1.156,1.489,9.73,0.1098,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
0457e80ed074,BALRAMCHIN,2022-06-13,noise_stop,0,1,0,1,0,-2.395,-0.143,1.75,0.0851,1,False,pre,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
f278904c8942,SANOFI,2020-02-10,noise_stop,0,1,0,1,0,-0.43,3.61,11.92,0.062,1,False,extended,no_clear_setup,"{'low_frac': 0.05, 'high_frac': 0.3, 'start_bars_ago': 8}","[{'low_frac': 0.05, 'high_frac': 0.15, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.4, 'kind': 'support'}]",1,2020,False,False,False,False,False,True,4815.249415305388,5219.861549781527,False,,False,True
ecbdf306de17,VAIBHAVGBL,2019-11-19,noise_stop,0,1,0,1,0,-1.011,1.603,13.17,0.0769,2,False,pre,flat_base_box,"{'low_frac': 0.55, 'high_frac': 0.8, 'start_bars_ago': 12}","[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
0829b3f26fd6,SOBHA,2019-08-13,noise_stop,0,1,0,1,0,-1.496,0.223,11.1,0.1085,1,False,extended,no_clear_setup,,"[{'low_frac': 0.08, 'high_frac': 0.18, 'kind': 'resistance'}, {'low_frac': 0.45, 'high_frac': 0.55, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
54579c32186a,RELIANCE,2022-05-23,noise_stop,0,1,0,1,0,-1.175,0.778,7.73,0.1267,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
23f1b5bf012d,ITC,2018-10-23,noise_stop,0,1,0,1,0,-1.4,0.44,3.71,0.0931,1,False,pre,no_clear_setup,,"[{'low_frac': 0.83, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.53, 'high_frac': 0.62, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
2e9284fd0023,IRB,2022-05-26,noise_stop,0,1,0,1,0,-0.982,-0.031,4.97,0.1106,1,False,pre,no_clear_setup,,"[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'resistance'}, {'low_frac': 0.4, 'high_frac': 0.48, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
26bf4f8ce098,SKFINDIA,2018-04-02,noise_stop,0,1,0,1,0,-1.256,1.915,5.6,0.062,1,False,extended,no_clear_setup,,"[{'low_frac': 0.05, 'high_frac': 0.15, 'kind': 'resistance'}, {'low_frac': 0.4, 'high_frac': 0.5, 'kind': 'support'}]",1,2018,False,False,False,False,False,True,1458.4009693037187,1674.645660768789,False,,False,True
cec27e1737a2,EDELWEISS,2018-03-05,noise_stop,0,1,0,1,0,-2.325,0.18,12.83,0.0683,1,False,pre,no_clear_setup,"{'low_frac': 0.6, 'high_frac': 0.92, 'start_bars_ago': 14}","[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
5259698e4425,MARUTI,2018-04-02,noise_stop,0,1,0,1,0,-1.226,0.812,8.77,0.0697,1,False,pre,no_clear_setup,"{'low_frac': 0.63, 'high_frac': 0.75, 'start_bars_ago': 6}","[{'low_frac': 0.82, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.62, 'high_frac': 0.7, 'kind': 'support'}]",1,2018,False,False,False,False,False,True,7931.961613457065,9020.157561922793,False,,False,True
62dda4f3a5e6,HDFCBANK,2023-02-06,noise_stop,0,1,0,1,0,-1.18,0.416,12.66,0.0875,1,False,extended,no_clear_setup,"{'low_frac': 0.72, 'high_frac': 0.95, 'start_bars_ago': 8}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'support'}, {'low_frac': 0.86, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.38, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,738.4087875277582,805.8122539809278,True,783.7073917626495,False,True
1c3d6777b1bb,KPRMILL,2022-05-23,noise_stop,0,1,0,1,0,-1.755,1.182,5.88,0.0805,1,False,pre,no_clear_setup,"{'low_frac': 0.62, 'high_frac': 0.8, 'start_bars_ago': 10}","[{'low_frac': 0.8, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
8fb803e04872,RAYMOND,2023-03-06,noise_stop,0,1,0,1,0,-0.973,5.602,12.97,0.0962,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
80449bec33dd,BAJAJFINSV,2019-10-22,noise_stop,0,1,0,1,0,-0.652,3.275,13.42,0.0866,2,False,at,sr_breakout,"{'low_frac': 0.5, 'high_frac': 0.78, 'start_bars_ago': 9}","[{'low_frac': 0.86, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.6, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
580a743bd2ec,ALKEM,2018-02-12,noise_stop,0,1,0,1,0,-1.203,0.772,11.25,0.0874,1,False,extended,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.38, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
efe50ce2d40f,NESTLEIND,2023-05-02,strong_winner,0,1,0,0,0,2.738,3.841,13.04,0.1022,1,False,extended,sr_breakout,,"[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'support'}, {'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
3cdeb163a379,ELGIEQUIP,2022-10-17,strong_winner,0,1,0,0,0,2.321,3.208,13.46,0.1059,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
7ee84c0eed61,SUNPHARMA,2023-08-21,strong_winner,0,1,0,0,0,3.817,6.942,12.09,0.0649,1,False,extended,no_clear_setup,,"[{'low_frac': 0.42, 'high_frac': 0.52, 'kind': 'support'}, {'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
fb0e96ab6e56,HINDUNILVR,2020-06-15,strong_winner,0,1,0,0,0,2.184,4.726,2.67,0.0895,1,False,pre,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.52, 'kind': 'support'}]",1,2020,False,False,False,False,False,False,,,False,,False,False
5721bd472949,MAHABANK,2023-04-03,strong_winner,0,1,0,0,1,2.424,3.824,11.01,0.0912,1,False,extended,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.38, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
6ee6e831ace8,DRREDDY,2019-03-05,strong_winner,0,1,0,0,0,2.492,5.438,8.96,0.0762,1,False,extended,no_clear_setup,,"[{'low_frac': 0.1, 'high_frac': 0.2, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.4, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
5f25e113e932,LINDEINDIA,2020-08-10,strong_winner,0,1,0,0,1,3.118,5.503,12.73,0.0684,1,False,extended,no_clear_setup,,"[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.38, 'kind': 'support'}]",1,2020,False,False,False,False,False,False,,,False,,False,False
ea27a49d1929,IRB,2023-10-03,strong_winner,0,1,0,0,1,4.39,8.808,13.33,0.0671,2,False,extended,sr_breakout,"{'low_frac': 0.33, 'high_frac': 0.52, 'start_bars_ago': 18}","[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'resistance'}, {'low_frac': 0.36, 'high_frac': 0.46, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
a6672ceee2b4,KEI,2023-03-20,strong_winner,0,1,0,0,1,6.686,17.929,10.06,0.1269,2,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.7, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
01b3eb7f0a22,GPPL,2023-11-06,strong_winner,0,1,0,0,0,7.89,14.42,13.14,0.076,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.7, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
2f52d3770259,JKCEMENT,2023-04-03,strong_winner,0,1,0,0,0,2.489,3.551,9.93,0.0851,2,False,pre,flat_base_box,"{'low_frac': 0.4, 'high_frac': 0.58, 'start_bars_ago': 9}","[{'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'resistance'}, {'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.38, 'high_frac': 0.45, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
73dbcd364286,TATAINVEST,2023-09-04,strong_winner,0,1,0,0,0,13.178,29.488,12.53,0.0621,2,False,at,sr_breakout,"{'low_frac': 0.7, 'high_frac': 0.84, 'start_bars_ago': 5}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.62, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,225.00350266101876,256.47931115274537,False,,False,True
00ae829ae4ad,MAXHEALTH,2023-03-13,strong_winner,0,1,0,0,1,2.142,4.149,12.58,0.1147,2,False,at,sr_breakout,"{'low_frac': 0.58, 'high_frac': 0.88, 'start_bars_ago': 14}","[{'low_frac': 0.78, 'high_frac': 0.86, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,415.25957139028316,461.4990741553692,False,,False,True
19cdf4bf2f8e,NAUKRI,2019-09-03,strong_winner,0,1,0,0,0,2.066,3.45,10.09,0.0966,1,False,extended,no_clear_setup,"{'low_frac': 0.63, 'high_frac': 0.9, 'start_bars_ago': 8}","[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
b37c86ffec28,UFLEX,2022-05-23,strong_winner,0,1,0,0,0,2.653,2.384,5.38,0.1181,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
b46a0e992f59,PFIZER,2018-04-02,strong_winner,0,1,0,0,0,2.602,3.525,13.34,0.132,1,False,extended,no_clear_setup,,"[{'low_frac': 0.83, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
c9df8a1858c4,NTPC,2022-08-01,strong_winner,0,1,0,0,0,2.155,4.609,10.31,0.0897,2,False,pre,pullback_to_ma,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
fac4c8d777dc,ABB,2023-05-02,strong_winner,0,1,0,0,0,2.545,4.191,13.03,0.0901,2,False,at,sr_breakout,"{'low_frac': 0.72, 'high_frac': 0.95, 'start_bars_ago': 8}","[{'low_frac': 0.83, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.7, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,2992.9747197111246,3399.655034999399,False,,False,True
33dacbd4b848,IRFC,2023-04-10,strong_winner,0,1,0,0,0,3.583,8.749,10.52,0.0784,1,False,extended,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.36, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
03ade1875c18,RITES,2019-09-09,strong_winner,0,1,0,0,0,4.143,9.08,8.76,0.1254,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.62, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
f5708bf9e795,NESCO,2019-08-19,strong_winner,0,1,0,0,0,7.231,16.716,10.59,0.1178,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.4, 'kind': 'support'}]",1,2019,False,False,False,False,False,True,495.87648526593773,555.8900149627287,False,,False,True
984188a0f0a0,GRASIM,2023-11-13,strong_winner,0,1,0,0,0,2.057,3.904,11.53,0.0661,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,1807.2653096383908,1999.01012002006,False,,False,True
88a1a082d516,HCLTECH,2023-05-30,strong_winner,0,1,0,0,0,2.897,4.675,10.5,0.0638,2,False,at,sr_breakout,"{'low_frac': 0.6, 'high_frac': 0.92, 'start_bars_ago': 16}","[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.7, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,889.032734525637,984.0385500173809,True,988.9804893499511,False,True
62e94bd66583,GAIL,2023-11-07,strong_winner,0,1,0,0,1,4.657,10.197,13.19,0.0866,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,105.27526712201178,119.32998867762973,False,,False,True
542a31d9217c,CEATLTD,2023-05-08,strong_winner,0,1,0,0,0,2.797,3.919,13.35,0.0917,2,False,at,sr_breakout,"{'low_frac': 0.28, 'high_frac': 0.48, 'start_bars_ago': 10}","[{'low_frac': 0.45, 'high_frac': 0.55, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.36, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
6fd015fa695a,IIFL,2022-05-23,strong_winner,0,1,0,0,1,2.512,5.147,3.74,0.1,1,False,pre,no_clear_setup,"{'low_frac': 0.5, 'high_frac': 0.87, 'start_bars_ago': 12}","[{'low_frac': 0.78, 'high_frac': 0.87, 'kind': 'resistance'}, {'low_frac': 0.52, 'high_frac': 0.6, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
40a3a897dae1,AXISBANK,2018-11-07,strong_winner,0,1,0,0,0,2.308,2.824,9.86,0.1207,1,False,extended,no_clear_setup,,"[{'low_frac': 0.75, 'high_frac': 0.85, 'kind': 'resistance'}, {'low_frac': 0.4, 'high_frac': 0.5, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
c1dd20e7b93d,GODREJCP,2023-03-20,strong_winner,0,1,0,0,0,2.044,2.821,9.92,0.1018,2,False,at,sr_breakout,"{'low_frac': 0.72, 'high_frac': 0.92, 'start_bars_ago': 8}","[{'low_frac': 0.82, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,851.7657605836198,910.9380961558495,True,898.6402926822509,False,True
44ca0502d50f,IEX,2022-03-07,strong_winner,0,1,0,0,1,2.155,5.244,5.7,0.1009,1,False,pre,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.48, 'high_frac': 0.56, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
c84891f90bcf,POWERGRID,2022-02-28,strong_winner,0,1,0,0,0,3.52,6.315,12.03,0.1279,1,False,extended,no_clear_setup,,"[{'low_frac': 0.83, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",1,2022,False,False,False,False,False,True,121.5127407331259,134.45781408020852,False,,False,True
6cc5a595cb6a,FINPIPE,2023-04-03,strong_winner,0,1,0,0,0,3.807,6.156,13.53,0.1138,1,False,extended,no_clear_setup,"{'low_frac': 0.55, 'high_frac': 0.9, 'start_bars_ago': 9}","[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
55d74384a927,NHPC,2022-06-30,strong_winner,0,1,0,0,1,2.319,7.017,4.25,0.1268,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.48, 'high_frac': 0.56, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
9671c926b5e4,HAVELLS,2018-10-08,strong_winner,0,1,0,0,0,2.302,3.28,4.77,0.1025,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.38, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
10d03b646006,CSBBANK,2023-03-27,strong_winner,0,1,0,0,0,2.022,2.609,7.81,0.0916,1,False,pre,no_clear_setup,"{'low_frac': 0.5, 'high_frac': 0.82, 'start_bars_ago': 9}","[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.45, 'high_frac': 0.53, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
7ddc2661d79d,SIEMENS,2022-03-14,strong_winner,0,1,0,0,0,2.332,4.114,7.2,0.0887,2,False,extended,sr_breakout,"{'low_frac': 0.68, 'high_frac': 0.9, 'start_bars_ago': 8}","[{'low_frac': 0.78, 'high_frac': 0.87, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2022,False,False,False,False,False,False,,,False,,False,False
afea823b8a1b,BPCL,2023-06-19,strong_winner,0,1,0,0,0,3.612,6.837,12.99,0.0726,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2023,False,False,False,False,False,True,139.09365471238203,157.8752995132148,True,155.07490730752818,False,True
0772a54b25f0,ICICIGI,2018-11-05,strong_winner,0,1,0,0,1,3.167,7.478,7.63,0.0992,1,False,pre,no_clear_setup,,"[{'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'resistance'}, {'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.36, 'kind': 'support'}]",1,2018,False,False,False,False,False,False,,,False,,False,False
6e0f2dbd2443,KAJARIACER,2023-05-29,strong_winner,0,1,0,0,0,2.308,2.805,13.94,0.087,2,False,extended,sr_breakout,"{'low_frac': 0.36, 'high_frac': 0.62, 'start_bars_ago': 16}","[{'kind': 'support', 'low_frac': 0.45, 'high_frac': 0.55}, {'kind': 'resistance', 'low_frac': 0.72, 'high_frac': 0.82}]",1,2023,False,False,False,False,False,False,,,False,,False,False
48345a2ddbc2,COFORGE,2019-10-14,strong_winner,0,1,0,0,0,2.097,3.159,8.19,0.0698,1,False,extended,no_clear_setup,"{'low_frac': 0.6, 'high_frac': 0.92, 'start_bars_ago': 6}","[{'low_frac': 0.78, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2019,False,False,False,False,False,False,,,False,,False,False
dec92d86b8dd,BLS,2023-04-05,strong_winner,0,1,0,0,1,2.255,4.962,12.66,0.1053,1,False,pre,no_clear_setup,"{'low_frac': 0.6, 'high_frac': 0.88, 'start_bars_ago': 10}","[{'low_frac': 0.8, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",1,2023,False,False,False,False,False,False,,,False,,False,False
488a283dc041,POLYPLEX,2022-07-01,false_touch,0,2,1,0,0,-1.053,1.027,10.99,0.197,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.93, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.6, 'kind': 'support'}]",2,2022,False,False,False,False,False,False,,,False,,False,False
